group,presetId,candidate,directionClass,technique,legal,netClearance,firstLandingX,secondLandingX,firstLandingZ,secondLandingZ,outcome,success,landingX,outOmegaY,inOmegaY,retentionY,fallbackSolver
G2,serve_contact_sidespin_020,,,control,true,0.016912482408284135,0.10899944717694227,-0.2696862106979983,-0.4634357574375768,0.45376519556491496,,,,,,,
G2,serve_contact_sidespin_020,,,control,true,0.015941333228174148,0.13999997402184375,-0.1442034892381166,-0.4499999368258467,0.5039872292240432,,,,,,,
G2,serve_contact_sidespin_020,,,control,true,0.014287394134612885,0.17148444908763288,-0.03166262318419956,-0.4377409902967328,0.5442177034524746,,,,,,,
G2,serve_contact_sidespin_020,,,control,true,0.012371255301805939,0.20340342636850325,0.07171180992045934,-0.4266779997328718,0.5760561701604688,,,,,,,
G2,serve_contact_sidespin_020,,,control,true,0.011425253941939606,0.21951018452813215,0.12390654383339668,-0.42160035658021294,0.5889031256565709,,,,,,,
G2,serve_contact_backspin_005,,,control,false,-0.005432045970285793,0.044759400686795695,,-0.4784239915306244,,,,,,,,
G2,serve_contact_backspin_005,,,control,false,-0.0011808587146177052,0.061719395791945804,,-0.4687407201628897,,,,,,,,
G2,serve_contact_backspin_005,,,control,true,0.0030288837331388097,0.09634674753028799,-0.2360906113102176,-0.4504921532579268,0.3552528372608783,,,,,,,
G2,serve_contact_backspin_005,,,control,true,0.010747770709030546,0.13185285431886312,-0.11676426204670914,-0.4337818656472135,0.42697495096355853,,,,,,,
G2,serve_contact_backspin_005,,,control,true,0.009513576016352054,0.1681643456758748,-0.011039577838179637,-0.41868196502738475,0.4716476626012833,,,,,,,
G2,serve_contact_backspin_005,,,control,true,0.007639070001953963,0.20518719864870244,0.09717807149666882,-0.4052204046828805,0.5063403676270245,,,,,,,
G2,serve_contact_backspin_005,,,control,true,0.006651153953324718,0.22393788696409117,0.15195303441564084,-0.3991175466944629,0.5199158809597595,,,,,,,
G2,serve_contact_nospin_004,,,control,true,0.00867962016938817,0.346416763951835,0.22063836353739147,-0.8893128710100636,1.1820041797798975,,,,,,,
G2,serve_contact_nospin_004,,,control,true,0.00869241473343596,0.3491347069201037,0.26530158294135314,-0.889422803332275,1.184309162135183,,,,,,,
G2,serve_contact_nospin_004,,,control,true,0.008763911743798758,0.3545687739521664,0.3547427211874198,-0.889684305259202,1.186341978992429,,,,,,,
G2,serve_contact_nospin_004,,,control,true,0.008897020507320885,0.35999991750491467,0.4442988991555518,-0.890001299297589,1.1849345348656721,,,,,,,
G2,serve_contact_nospin_004,,,control,true,0.009072606914389714,0.3654275399539394,0.5339243591783004,-0.8903737507196323,1.18007284336808,,,,,,,
G2,serve_contact_nospin_004,,,control,true,0.009304834926287087,0.3708510440816471,0.6235717752106098,-0.8908016183901512,1.1717324682915822,,,,,,,
G2,serve_contact_nospin_004,,,control,true,0.009442968932048212,0.3735610652721015,0.6683881522989795,-0.891036318712937,1.1662472816789657,,,,,,,
G3,serve_contact_sidebackspin_004,,,control,true,0.00452263436178002,0.3572694166598503,0.43997522833894687,-0.9330066876073528,1.065471157382799,,,,,,,
G3,serve_contact_sidebackspin_003,,,control,false,-0.0022050278888489094,0.16304757436344366,,-0.506047510383827,,,,,,,,
G3,serve_contact_sidespin_002,,,control,true,0.016931436079807072,0.35971271929437804,0.45075046247450073,-0.8945246711135396,1.3078589036776198,,,,,,,
G3,serve_contact_sidespin_020,,,control,true,0.018834092180978756,0.13999997402184375,-0.15430297954056243,-0.4499999368258467,0.5203330370232262,,,,,,,
G3,serve_contact_backspin_005,,,control,false,-0.0010722338673426757,0.1688952000367476,,-0.5202678728166327,,,,,,,,
G3,serve_contact_nospin_004,,,control,true,0.016130496754169,0.35999991750491467,0.4516443185390095,-0.890001299297589,1.3284972511725133,,,,,,,
G3,serve_contact_sidebackspin_004,,,control,false,-0.00029930138360290126,0.3633880519768844,,-0.917439584362262,,,,,,,,
G3,serve_contact_sidebackspin_003,,,control,true,0.0014216373693523021,0.10554175820825079,-0.255679365482522,-0.4798318306710154,0.3413380207896537,,,,,,,
G3,serve_contact_sidespin_002,,,control,true,0.013383569257985783,0.36511488882590576,0.5412263270300922,-0.8948954467795746,1.2282110880822212,,,,,,,
G3,serve_contact_sidespin_020,,,control,true,0.018284151172965002,0.10277672561734028,-0.3002042858817587,-0.46630184540226477,0.44780041591078185,,,,,,,
G3,serve_contact_backspin_005,,,control,true,0.01017319065213329,0.1848034626623894,0.0044921366934820755,-0.46533794410905566,0.40211585042398046,,,,,,,
G3,serve_contact_nospin_004,,,control,true,0.01264737735089927,0.36543979398599136,0.5426544869894833,-0.8903746546515048,1.2477075812396896,,,,,,,
G3,serve_contact_sidebackspin_004,,,control,true,0.002736320929610847,0.3666759117622449,0.5920187611969339,-0.9092381316892534,1.2292924886526275,,,,,,,
G3,serve_contact_sidebackspin_003,,,control,false,-0.0015966164401134408,0.07410268496556435,,-0.4675915847918353,,,,,,,,
G3,serve_contact_sidespin_002,,,control,true,0.011656200728223598,0.36781446927777156,0.5827298690706049,-0.8951015739257294,1.189950932019601,,,,,,,
G3,serve_contact_sidespin_020,,,control,true,0.017326938991989782,0.08445405741939117,-0.3704768678968881,-0.47507972716161934,0.4081071007086375,,,,,,,
G3,serve_contact_backspin_005,,,control,true,0.006954166311817778,0.19441193965701703,0.05015931635711702,-0.43590025979101565,0.445724005517027,,,,,,,
G3,serve_contact_nospin_004,,,control,true,0.010951343471456432,0.368158217925962,0.5843785167062973,-0.890582210199907,1.2089320306874425,,,,,,,
G3,serve_contact_sidebackspin_004,,,control,true,1.6724357265740508e-7,0.3701067937231886,0.6481152234228037,-0.9007321407397736,1.2765665975907206,,,,,,,
G3,serve_contact_sidebackspin_003,,,control,true,0.0025309657040069045,0.041034323656625175,-0.4376099195633499,-0.456171222229205,0.32484021993749923,,,,,,,
G3,serve_contact_sidespin_002,,,control,true,0.009979402018926997,0.37048862898574114,0.6217291151010467,-0.8953194755085385,1.1532283962051715,,,,,,,
G3,serve_contact_sidespin_020,,,control,true,0.01558475164504547,0.0665002151925104,-0.4384697817068523,-0.48418423522286946,0.36657755715335905,,,,,,,
G3,serve_contact_backspin_005,,,control,true,0.007639070001953963,0.20518719864870244,0.09717807149666882,-0.4052204046828805,0.5063403676270245,,,,,,,
G3,serve_contact_nospin_004,,,control,true,0.009304834926287087,0.3708510440816471,0.6235717752106098,-0.8908016183901512,1.1717324682915822,,,,,,,
G3,serve_contact_sidebackspin_004,,,control,false,-0.000024312256265091037,0.3701388353454941,,-0.9006528303005777,,,,,,,,
G3,serve_contact_sidebackspin_003,,,control,true,0.002428547179629814,0.04072617373469366,-0.43830736077263205,-0.4560743847672381,0.32451093249771623,,,,,,,
G3,serve_contact_sidespin_002,,,control,true,0.009964320500221557,0.37051294732051643,0.6220743939195519,-0.8953215197511356,1.1528964732230558,,,,,,,
G3,serve_contact_sidespin_020,,,control,true,0.015564645321976323,0.06633787253207982,-0.4390809013372582,-0.4842688854761114,0.3661897430469922,,,,,,,
G3,serve_contact_backspin_005,,,control,true,0.0075169732892140795,0.2052924294599751,0.0976294538568713,-0.40493675566429055,0.5065351036848785,,,,,,,
G3,serve_contact_nospin_004,,,control,true,0.009290025257576495,0.3708755321677644,0.6239188152289182,-0.8908036767524786,1.1713971450948786,,,,,,,
G3,serve_contact_sidebackspin_004,,,control,false,-0.002698046716639646,0.373792161814814,,-0.891625210393092,,,,,,,,
G3,serve_contact_sidebackspin_003,,,control,false,-0.001642839443499522,0.005435786979043086,,-0.4456611325335025,,,,,,,,
G3,serve_contact_sidespin_002,,,control,true,0.008311406768431562,0.3732102483434393,0.659498902509591,-0.8955552781070455,1.1171460605036505,,,,,,,
G3,serve_contact_sidespin_020,,,control,true,0.012662628432190237,0.04843838561829546,-0.5060783347243369,-0.4938639758611911,0.3220286400245559,,,,,,,
G3,serve_contact_backspin_005,,,control,false,-0.0007192108385067897,0.2176704008200532,,-0.37246336470790953,,,,,,,,
G3,serve_contact_nospin_004,,,control,true,0.007666840644830364,0.373591661627477,0.6615185232704163,-0.8910390481220213,1.1351995311298262,,,,,,,
G3,serve_contact_sidebackspin_004,,,control,false,-0.005360940447674101,0.3776519027896406,,-0.8821193960208272,,,,,,,,
G3,serve_contact_sidebackspin_003,,,control,true,0.0008148383351154198,-0.031872122945584336,-0.6287054237134416,-0.4364575047251333,0.27916441714670914,,,,,,,
G3,serve_contact_sidespin_002,,,control,true,0.006701075303630621,0.37590629776969475,0.6952076716949273,-0.8958028424436233,1.082611312779376,,,,,,,
G3,serve_contact_sidespin_020,,,control,true,0.008061971413321989,0.030765666830012858,-0.5715222543428273,-0.5038593878137126,0.275589106270728,,,,,,,
G3,serve_contact_backspin_005,,,control,false,-0.006083790472794726,0.2317517587453996,,-0.3383679311910378,,,,,,,,
G3,serve_contact_nospin_004,,,control,true,0.006085344824910632,0.37630653125523106,0.6974011982236821,-0.8912883177178577,1.1003479287315943,,,,,,,
G4,serve_contact_sidebackspin_002,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_002,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_003,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_003,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_004,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_004,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_005,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_005,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_005,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_005,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_006,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_006,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_007,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_007,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_008,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_008,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_009,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_009,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_010,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_010,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_011,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_011,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_011,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_011,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_012,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_012,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_013,,,,false,,,,,,,,,,,,
G4,serve_contact_sidebackspin_013,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_013,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidebackspin_013,,,,false,,,,,,,,,,,1,
G4,serve_contact_backspin_002,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_002,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_003,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_003,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_003,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_003,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_004,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_004,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_005,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_005,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_005,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_005,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_006,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_006,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_007,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_007,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_007,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_007,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_008,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_008,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_009,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_009,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_009,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_009,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_010,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_010,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_011,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_011,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_011,,,,false,,,,,,,,,,,,
G4,serve_contact_backspin_011,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_002,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_002,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_003,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_003,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_003,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_004,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_004,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_005,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_005,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_005,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_006,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_006,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_007,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_007,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_007,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_008,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_008,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_009,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_009,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_009,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_010,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_010,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_011,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_011,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_011,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_012,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_012,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_013,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_013,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_014,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_014,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_014,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_015,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_015,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_016,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_016,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_016,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_017,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_017,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_018,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_018,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_018,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_019,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_019,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_020,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_020,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_021,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_021,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_022,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_022,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_023,,,,false,,,,,,,,,,,,
G4,serve_contact_sidespin_023,,,,false,,,,,,,,,,,1,
G4,serve_contact_sidespin_023,,,,false,,,,,,,,,,,1,
G4,serve_contact_nospin_002,,,,false,,,,,,,,,,,,
G4,serve_contact_nospin_002,,,,false,,,,,,,,,,,,
G4,serve_contact_nospin_003,,,,false,,,,,,,,,,,,
G4,serve_contact_nospin_003,,,,false,,,,,,,,,,,,
G4,serve_contact_nospin_003,,,,false,,,,,,,,,,,,
G4,serve_contact_nospin_004,,,,false,,,,,,,,,,,,
G4,serve_contact_nospin_004,,,,false,,,,,,,,,,,,
G5,serve_contact_sidebackspin_004,,,push,false,,,,,,,true,0.274204441265789,-163.34807639312618,-125.66,1.299921028116554,
G5,serve_contact_sidebackspin_004,,,push,false,,,,,,,true,0.3446202197812983,-122.07088898599814,-125.66,0.9714379196721163,
